PROTOIBM,PROTOCOLOS E INTERFACES DE COMUNICACION
OP2B,TELESALUD
DISPROIBM,DISPOSITIVOS PROGRAMABLES
DISASTC,DISEŠO ASISTIDO POR COMPUTADORA
ISBB,INTEGRACIĖN DE SISTEMAS BIOM?DICOS
INGIXIBM,INGLES IX
APSBB,APLICACIĖN DEL PROCESAMIENTO DE SEŠALES BIOM?DICAS
METRO,METROLOG?A
PRIMG,PROCESAMIENTO DE IM?GENES
INGEC,INGENIER?A ECONĖMICA
OYEII,EXPRESIĖN ORAL Y ESCRITA II
CVAS,INTELIGENCIA EMOCIONAL
CINGI,INGLES I
CFAN,FUNDAMENTOS DE ANATOMIA
CBCM,BIOLOGIA  CELULAR Y MOLECULAR
CFAT,FISICA APLICADA A LA TERAPIA FISICA
CITF,INTRODUCCION A LA TERAPIA FISICA
GYE,GENETICA Y EMBRIOLOGIA
CGYE,GEN?TICA Y EMBRIOLOG?A
ESTIBMB,ESTADIA
INGIIC,INGLES II
INEC,INTELIGENCIA EMOCIONAL
ACEC,ANATOMIA DE CABEZA CUELLO Y EXTREMIDADES
SICC,ANATOMIA DE SISTEMAS
FBQC,FUNDAMENTOS DE BIOQUIMICA
NANC,NeuroanatomŻa
LAHC,LEGISLACION Y ADMINISTRACION HOSPITALARIA
DEIC,DESARROLLO INTERPERSONAL
INGIIIC,INGLES III
NFIC,NEUROFISIOLOGIA
INGIVC,INGLES IV
BESC,BIOMECANICA DE LA EXTREMIDAD SUPERIOR
CPTC,CLINICA PROPEDEUTICA EN TERAPIA FISICA
EDSC,EDUCACION SANITARIA
INGVC,INGLES V
HAOC,HABILIDADES ORGANIZACIONALES
FIEC,FISIOLOGIA DEL EJERCICIO
BEIC,BIOMECANICA DE LA EXTREMIDAD INFERIOR
APHC,ATENCION PREHOSPITALARIA
NHPC,NEUROPATOLOGIA HUMANA EN PEDIATRIA
AFTIC,AGENTES FISICOS TERAPEUTICOS
